id,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,新增檢驗件數,總檢驗件數,每千人檢驗件數,七天移動平均新增檢驗件數,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,七天移動平均疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,總人口數,中位數年紀,70歲以上人口比例,平均壽命,解除隔離數,解封指數
158926,TWN,亞洲,台灣,2021/4/4,1047,2,3.571,10,0,0,43.89,0.419,1.09,191649,158,8.034,568,0.006,159.1,17078,17078,0,1095,0.07,0.07,25,23855008,42.2,8.353,80.46,997,0.06
158925,TWN,亞洲,台灣,2021/4/3,1045,6,3.571,10,0,0,43.806,0.419,1.11,191491,290,8.027,569,0.006,159.3,17078,17078,22,1100,0.07,0.07,25,23855008,42.2,8.353,80.46,992,0.06
158924,TWN,亞洲,台灣,2021/4/2,1039,3,3.714,10,0,0,43.555,0.419,1.13,191201,275,8.015,563,0.007,151.6,17056,17056,606,1118,0.07,0.07,25,23855008,42.2,8.353,80.46,987,0.06
158923,TWN,亞洲,台灣,2021/4/1,1036,6,3.429,10,0,0,43.429,0.419,1.14,190926,604,8.004,614,0.006,179.1,16450,16450,2050,1342,0.07,0.07,25,23855008,42.2,8.353,80.46,983,0.06
158922,TWN,亞洲,台灣,2021/3/31,1030,6,3,10,0,0,43.178,0.419,1.15,190322,965,7.978,630,0.005,210,14400,14400,1752,1319,0.06,0.06,25,23855008,42.2,8.353,80.46,981,0.06
158921,TWN,亞洲,台灣,2021/3/30,1024,1,2.429,10,0,0,42.926,0.419,1.14,189357,834,7.938,573,0.004,235.9,12648,12648,1757,1347,0.05,0.05,25,23855008,42.2,8.353,80.46,981,0.05
158920,TWN,亞洲,台灣,2021/3/29,1023,1,2.429,10,0,0,42.884,0.419,1.14,188523,849,7.903,516,0.005,212.4,10891,10891,1479,1330,0.05,0.05,25,23855008,42.2,8.353,80.46,979,0.06
158919,TWN,亞洲,台灣,2021/3/28,1022,2,2.286,10,0,0,42.842,0.419,1.14,187674,164,7.867,510,0.005,223.1,9412,9412,35,1345,0.04,0.04,25,23855008,42.2,8.353,80.46,979,0.05
158918,TWN,亞洲,台灣,2021/3/27,1020,7,2.143,10,0,0,42.758,0.419,1.14,187510,251,7.86,509,0.004,237.5,9377,9377,145,1563,0.04,0.04,25,23855008,42.2,8.353,80.46,978,0.05
158917,TWN,亞洲,台灣,2021/3/26,1013,1,1.286,10,0,0,42.465,0.419,1.12,187259,628,7.85,505,0.003,392.7,9232,9232,2179,1846,0.04,0.04,25,23855008,42.2,8.353,80.46,973,0.05
158916,TWN,亞洲,台灣,2021/3/25,1012,3,2,10,0,0,42.423,0.419,1.11,186631,716,7.824,477,0.004,238.5,7053,7053,1884,1763,0.03,0.03,25,23855008,42.2,8.353,80.46,971,0.05
158915,TWN,亞洲,台灣,2021/3/24,1009,2,2.714,10,0,0,42.297,0.419,1.1,185915,568,7.794,426,0.006,157,5169,5169,1951,1723,0.02,0.02,25,23855008,42.2,8.353,80.46,969,0.05
158914,TWN,亞洲,台灣,2021/3/23,1007,1,2.429,10,0,0,42.213,0.419,1.09,185347,437,7.77,414,0.006,170.4,3218,3218,1640,1609,0.01,0.01,25,23855008,42.2,8.353,80.46,969,0.05
158913,TWN,亞洲,台灣,2021/3/22,1006,0,2.286,10,0,0,42.171,0.419,1.09,184910,803,7.751,444,0.005,194.2,1578,1578,1578,1578,0.01,0.01,25,23855008,42.2,8.353,80.46,963,0.06
158912,TWN,亞洲,台灣,2021/3/21,1006,1,3,10,0,0,42.171,0.419,1.09,184107,163,7.718,406,0.007,135.3,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,963,0.06
158911,TWN,亞洲,台灣,2021/3/20,1005,1,3,10,0,0,42.13,0.419,1.1,183944,219,7.711,403,0.007,134.3,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,961,0.06
158910,TWN,亞洲,台灣,2021/3/19,1004,6,2.857,10,0,0,42.088,0.419,1.13,183725,432,7.702,402,0.007,140.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,959,0.06
158909,TWN,亞洲,台灣,2021/3/18,998,8,2.857,10,0,0,41.836,0.419,1.13,183293,360,7.684,432,0.007,151.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,958,0.05
158908,TWN,亞洲,台灣,2021/3/17,990,0,1.714,10,0,0,41.501,0.419,1.11,182933,485,7.669,470,0.004,274.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,956,0.05
158907,TWN,亞洲,台灣,2021/3/16,990,0,1.857,10,0,0,41.501,0.419,1.1,182448,649,7.648,471,0.004,253.6,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,951,0.05
158906,TWN,亞洲,台灣,2021/3/15,990,5,2,10,0,0,41.501,0.419,1.1,181799,535,7.621,429,0.005,214.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,951,0.05
158905,TWN,亞洲,台灣,2021/3/14,985,1,2.286,10,0,0,41.291,0.419,1.09,181264,142,7.599,509,0.005,222.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,950,0.05
158904,TWN,亞洲,台灣,2021/3/13,984,0,2.429,10,0,0,41.249,0.419,1.07,181122,212,7.593,514,0.005,211.6,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,942,0.06
158903,TWN,亞洲,台灣,2021/3/12,984,6,3.429,10,0,0.143,41.249,0.419,1.08,180910,641,7.584,533,0.006,155.4,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,942,0.06
158902,TWN,亞洲,台灣,2021/3/11,978,0,2.571,10,0,0.143,40.998,0.419,1.06,180269,626,7.557,542,0.005,210.8,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,936,0.06
158901,TWN,亞洲,台灣,2021/3/10,978,1,2.857,10,0,0.143,40.998,0.419,1.05,179643,490,7.531,549,0.005,192.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,936,0.06
158900,TWN,亞洲,台灣,2021/3/9,977,1,3.143,10,0,0.143,40.956,0.419,1.05,179153,357,7.51,521,0.006,165.8,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,932,0.06
158899,TWN,亞洲,台灣,2021/3/8,976,7,3,10,0,0.143,40.914,0.419,1.06,178796,1093,7.495,532,0.006,177.3,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,932,0.06
158898,TWN,亞洲,台灣,2021/3/7,969,2,2,10,0,0.143,40.62,0.419,1.05,177703,176,7.449,415,0.005,207.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,932,0.05
158897,TWN,亞洲,台灣,2021/3/6,967,7,1.857,10,1,0.143,40.537,0.419,1.03,177527,349,7.442,418,0.004,225.1,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,932,0.05
158896,TWN,亞洲,台灣,2021/3/5,960,0,1.286,9,0,0,40.243,0.377,1.01,177178,706,7.427,400,0.003,311,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,928,0.04
158895,TWN,亞洲,台灣,2021/3/4,960,2,1.286,9,0,0,40.243,0.377,1,176472,675,7.398,358,0.004,278.4,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,928,0.04
158894,TWN,亞洲,台灣,2021/3/3,958,3,1.714,9,0,0,40.159,0.377,0.99,175797,288,7.369,340,0.005,198.4,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,926,0.04
158893,TWN,亞洲,台灣,2021/3/2,955,0,1.857,9,0,0,40.034,0.377,0.97,175509,434,7.357,376,0.005,202.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,919,0.05
158892,TWN,亞洲,台灣,2021/3/1,955,0,1.857,9,0,0,40.034,0.377,0.95,175075,276,7.339,384,0.005,206.8,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,919,0.05
158891,TWN,亞洲,台灣,2021/2/28,955,1,1.857,9,0,0,40.034,0.377,0.94,174799,197,7.328,450,0.004,242.3,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,919,0.05
158890,TWN,亞洲,台灣,2021/2/27,954,3,1.714,9,0,0,39.992,0.377,0.94,174602,221,7.319,454,0.004,264.9,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,917,0.05
158889,TWN,亞洲,台灣,2021/2/26,951,0,1.429,9,0,0,39.866,0.377,0.93,174381,417,7.31,476,0.003,333.1,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,906,0.06
158888,TWN,亞洲,台灣,2021/2/25,951,5,1.571,9,0,0,39.866,0.377,0.92,173964,544,7.293,536,0.003,341.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,906,0.06
158887,TWN,亞洲,台灣,2021/2/24,946,4,1.143,9,0,0,39.656,0.377,0.89,173420,546,7.27,558,0.002,488.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,899,0.06
158886,TWN,亞洲,台灣,2021/2/23,942,0,0.714,9,0,0,39.489,0.377,0.85,172874,487,7.247,588,0.001,823.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,893,0.07
158885,TWN,亞洲,台灣,2021/2/22,942,0,0.714,9,0,0,39.489,0.377,0.82,172387,735,7.226,565,0.001,791.3,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,893,0.07
158884,TWN,亞洲,台灣,2021/2/21,942,0,0.714,9,0,0,39.489,0.377,0.81,171652,231,7.196,506,0.001,708.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,893,0.07
158883,TWN,亞洲,台灣,2021/2/20,942,1,0.714,9,0,0,39.489,0.377,0.79,171421,371,7.186,521,0.001,729.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,893,0.07
158882,TWN,亞洲,台灣,2021/2/19,941,1,0.571,9,0,0,39.447,0.377,0.78,171050,839,7.17,514,0.001,900.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,888,0.07
158881,TWN,亞洲,台灣,2021/2/18,940,2,0.571,9,0,0,39.405,0.377,0.77,170211,698,7.135,434,0.001,760.1,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,886,0.07
158880,TWN,亞洲,台灣,2021/2/17,938,1,0.429,9,0,0,39.321,0.377,0.75,169513,758,7.106,373,0.001,869.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,879,0.08
158879,TWN,亞洲,台灣,2021/2/16,937,0,0.571,9,0,0,39.279,0.377,0.74,168755,320,7.074,319,0.002,558.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,859,0.1
158878,TWN,亞洲,台灣,2021/2/15,937,0,1.286,9,0,0,39.279,0.377,0.72,168435,325,7.061,385,0.003,299.4,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,859,0.1
158877,TWN,亞洲,台灣,2021/2/14,937,0,1.429,9,0,0,39.279,0.377,0.72,168110,334,7.047,497,0.003,347.8,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,859,0.1
158876,TWN,亞洲,台灣,2021/2/13,937,0,1.857,9,0,0,39.279,0.377,0.72,167776,324,7.033,562,0.003,302.6,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,859,0.1
158875,TWN,亞洲,台灣,2021/2/12,937,1,2,9,0,0,39.279,0.377,0.73,167452,276,7.02,589,0.003,294.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,859,0.1
158874,TWN,亞洲,台灣,2021/2/11,936,1,2.429,9,0,0,39.237,0.377,0.75,167176,275,7.008,675,0.004,277.9,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,859,0.1
158873,TWN,亞洲,台灣,2021/2/10,935,2,2.571,9,0,0.143,39.195,0.377,0.77,166901,378,6.996,768,0.003,298.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,853,0.11
158872,TWN,亞洲,台灣,2021/2/9,933,5,2.571,9,0,0.143,39.111,0.377,0.79,166523,783,6.981,881,0.003,342.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,850,0.11
158871,TWN,亞洲,台灣,2021/2/8,928,1,2.286,9,0,0.143,38.902,0.377,0.8,165740,1106,6.948,1233,0.002,539.4,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,848,0.11
158870,TWN,亞洲,台灣,2021/2/7,927,3,2.286,9,0,0.143,38.86,0.377,0.81,164634,791,6.901,1247,0.002,545.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,844,0.11
158869,TWN,亞洲,台灣,2021/2/6,924,1,2.143,9,0,0.143,38.734,0.377,0.82,163843,517,6.868,1259,0.002,587.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,843,0.11
158868,TWN,亞洲,台灣,2021/2/5,923,4,3.429,9,0,0.286,38.692,0.377,0.83,163326,877,6.847,1379,0.003,402.2,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,841,0.11
158867,TWN,亞洲,台灣,2021/2/4,919,2,3.429,9,1,0.286,38.524,0.377,0.84,162449,927,6.81,1522,0.002,443.9,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,839,0.11
158866,TWN,亞洲,台灣,2021/2/3,917,2,3.429,8,0,0.143,38.441,0.335,0.85,161522,1167,6.771,1618,0.002,471.9,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,834,0.11
158865,TWN,亞洲,台灣,2021/2/2,915,3,3.571,8,0,0.143,38.357,0.335,0.87,160355,3243,6.722,1684,0.002,471.6,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,832,0.11
158864,TWN,亞洲,台灣,2021/2/1,912,1,3.286,8,0,0.143,38.231,0.335,0.89,157112,1210,6.586,1438,0.002,437.6,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,830,0.11
158863,TWN,亞洲,台灣,2021/1/31,911,2,3.143,8,0,0.143,38.189,0.335,0.91,155902,872,6.535,1513,0.002,481.4,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,830,0.11
158862,TWN,亞洲,台灣,2021/1/30,909,10,3.571,8,1,0.143,38.105,0.335,0.93,155030,1358,6.499,1473,0.002,412.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,823,0.11
158861,TWN,亞洲,台灣,2021/1/29,899,4,2.571,7,0,0,37.686,0.293,0.93,153672,1877,6.442,1423,0.002,553.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,813,0.11
158860,TWN,亞洲,台灣,2021/1/28,895,2,2,7,0,0,37.518,0.293,0.93,151795,1601,6.363,1343,0.002,671.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,809,0.12
158859,TWN,亞洲,台灣,2021/1/27,893,3,3.286,7,0,0,37.434,0.293,0.93,150194,1629,6.296,1284,0.003,390.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,803,0.12
158858,TWN,亞洲,台灣,2021/1/26,890,1,3.143,7,0,0,37.309,0.293,0.94,148565,1516,6.228,1229,0.003,391,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,797,0.13
158857,TWN,亞洲,台灣,2021/1/25,889,0,3.857,7,0,0,37.267,0.293,0.95,147049,1735,6.164,1148,0.003,297.6,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,787,0.14
158856,TWN,亞洲,台灣,2021/1/24,889,5,4.857,7,0,0,37.267,0.293,0.96,145314,593,6.092,1117,0.004,230,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,787,0.14
158855,TWN,亞洲,台灣,2021/1/23,884,3,4.714,7,0,0,37.057,0.293,0.98,144721,1007,6.067,1096,0.004,232.5,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,783,0.14
158854,TWN,亞洲,台灣,2021/1/22,881,0,5.429,7,0,0,36.931,0.293,1,143714,1323,6.024,1030,0.005,189.7,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,777,0.14
158853,TWN,亞洲,台灣,2021/1/21,881,11,5.571,7,0,0,36.931,0.293,1.03,142391,1187,5.969,1009,0.006,181.1,0,0,0,0,0,0,25,23855008,42.2,8.353,80.46,777,0.14
158852,TWN,亞洲,台灣,2021/1/20,870,2,4,7,0,0,36.47,0.293,1.04,141204,1244,5.919,977,0.004,244.2,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,769,0.14
158851,TWN,亞洲,台灣,2021/1/19,868,6,4.286,7,0,0,36.386,0.293,1.06,139960,949,5.867,908,0.005,211.9,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,766,0.14
158850,TWN,亞洲,台灣,2021/1/18,862,7,4,7,0,0,36.135,0.293,1.07,139011,1518,5.827,860,0.005,215,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,756,0.15
158849,TWN,亞洲,台灣,2021/1/17,855,4,3.857,7,0,0,35.842,0.293,1.07,137493,447,5.764,784,0.005,203.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,755,0.14
158848,TWN,亞洲,台灣,2021/1/16,851,8,3.286,7,0,0,35.674,0.293,1.07,137046,543,5.745,759,0.004,231,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,751,0.14
158847,TWN,亞洲,台灣,2021/1/15,843,1,2.571,7,0,0,35.338,0.293,1.05,136503,1174,5.722,717,0.004,278.9,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,741,0.15
158846,TWN,亞洲,台灣,2021/1/14,842,0,2.857,7,0,0,35.297,0.293,1.03,135329,967,5.673,635,0.005,222.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,731,0.16
158845,TWN,亞洲,台灣,2021/1/13,842,4,3.286,7,0,0,35.297,0.293,1.03,134362,758,5.632,597,0.006,181.7,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,731,0.16
158844,TWN,亞洲,台灣,2021/1/12,838,4,3,7,0,0,35.129,0.293,1.03,133604,612,5.601,604,0.005,201.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,730,0.16
158843,TWN,亞洲,台灣,2021/1/11,834,6,2.714,7,0,0,34.961,0.293,1.02,132992,985,5.575,601,0.005,221.4,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,726,0.16
158842,TWN,亞洲,台灣,2021/1/10,828,0,2.286,7,0,0,34.71,0.293,1,132007,276,5.534,630,0.004,275.6,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,720,0.16
158841,TWN,亞洲,台灣,2021/1/9,828,3,2.857,7,0,0,34.71,0.293,0.99,131731,249,5.522,613,0.005,214.6,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,720,0.16
158840,TWN,亞洲,台灣,2021/1/8,825,3,3.286,7,0,0,34.584,0.293,0.99,131482,597,5.512,614,0.005,186.9,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,714,0.17
158839,TWN,亞洲,台灣,2021/1/7,822,3,3.286,7,0,0,34.458,0.293,0.98,130885,699,5.487,557,0.006,169.5,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,708,0.17
158838,TWN,亞洲,台灣,2021/1/6,819,2,3.143,7,0,0,34.332,0.293,0.97,130186,807,5.457,529,0.006,168.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,700,0.18
158837,TWN,亞洲,台灣,2021/1/5,817,2,3.143,7,0,0,34.249,0.293,0.97,129379,597,5.424,510,0.006,162.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,697,0.18
158836,TWN,亞洲,台灣,2021/1/4,815,3,3.143,7,0,0,34.165,0.293,0.97,128782,1185,5.399,541,0.006,172.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,696,0.18
158835,TWN,亞洲,台灣,2021/1/3,812,4,3.857,7,0,0,34.039,0.293,0.97,127597,159,5.349,517,0.008,134,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,689,0.19
158834,TWN,亞洲,台灣,2021/1/2,808,6,3.571,7,0,0,33.871,0.293,0.97,127438,251,5.342,546,0.007,152.9,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,686,0.19
158833,TWN,亞洲,台灣,2021/1/1,802,3,3.143,7,0,0,33.62,0.293,0.96,127187,200,5.332,557,0.006,177.2,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,682,0.19
158832,TWN,亞洲,台灣,2020/12/31,799,2,3.286,7,0,0,33.494,0.293,0.95,126987,507,5.323,637,0.005,193.9,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,671,0.2
158831,TWN,亞洲,台灣,2020/12/30,797,2,3,7,0,0,33.41,0.293,0.95,126480,674,5.302,668,0.005,222.7,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,666,0.21
158830,TWN,亞洲,台灣,2020/12/29,795,2,3.571,7,0,0,33.326,0.293,0.95,125806,810,5.274,668,0.005,187.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,661,0.21
158829,TWN,亞洲,台灣,2020/12/28,793,8,3.857,7,0,0,33.242,0.293,0.95,124996,1017,5.24,666,0.006,172.7,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,654,0.22
158828,TWN,亞洲,台灣,2020/12/27,785,2,2.714,7,0,0,32.907,0.293,0.94,123979,365,5.197,629,0.004,231.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,653,0.21
158827,TWN,亞洲,台灣,2020/12/26,783,3,2.857,7,0,0,32.823,0.293,0.93,123614,324,5.182,603,0.005,211.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,647,0.22
158826,TWN,亞洲,台灣,2020/12/25,780,4,3,7,0,0,32.698,0.293,0.92,123290,759,5.168,591,0.005,197,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,640,0.23
158825,TWN,亞洲,台灣,2020/12/24,776,0,2.714,7,0,0,32.53,0.293,0.91,122531,728,5.136,565,0.005,208.2,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,635,0.23
158824,TWN,亞洲,台灣,2020/12/23,776,6,3.857,7,0,0,32.53,0.293,0.92,121803,670,5.106,574,0.007,148.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,635,0.23
158823,TWN,亞洲,台灣,2020/12/22,770,4,4,7,0,0,32.278,0.293,0.91,121133,800,5.078,587,0.007,146.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,632,0.23
158822,TWN,亞洲,台灣,2020/12/21,766,0,3.714,7,0,0,32.111,0.293,0.9,120333,760,5.044,587,0.006,158.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,627,0.23
158821,TWN,亞洲,台灣,2020/12/20,766,3,4.286,7,0,0,32.111,0.293,0.9,119573,183,5.012,599,0.007,139.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,627,0.23
158820,TWN,亞洲,台灣,2020/12/19,763,4,4.286,7,0,0,31.985,0.293,0.91,119390,240,5.005,604,0.007,140.9,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,625,0.23
158819,TWN,亞洲,台灣,2020/12/18,759,2,4.857,7,0,0,31.817,0.293,0.91,119150,577,4.995,630,0.008,129.7,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,619,0.24
158818,TWN,亞洲,台灣,2020/12/17,757,8,4.714,7,0,0,31.733,0.293,0.92,118573,790,4.971,659,0.007,139.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,616,0.24
158817,TWN,亞洲,台灣,2020/12/16,749,7,4.143,7,0,0,31.398,0.293,0.92,117783,757,4.937,608,0.007,146.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,612,0.24
158816,TWN,亞洲,台灣,2020/12/15,742,2,3.429,7,0,0,31.105,0.293,0.92,117026,801,4.906,543,0.006,158.4,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,611,0.23
158815,TWN,亞洲,台灣,2020/12/14,740,4,3.429,7,0,0,31.021,0.293,0.92,116225,847,4.872,470,0.007,137.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,606,0.23
158814,TWN,亞洲,台灣,2020/12/13,736,3,2.857,7,0,0,30.853,0.293,0.92,115378,216,4.837,384,0.007,134.4,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,606,0.23
158813,TWN,亞洲,台灣,2020/12/12,733,8,5.571,7,0,0,30.727,0.293,0.92,115162,423,4.828,372,0.015,66.8,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,601,0.23
158812,TWN,亞洲,台灣,2020/12/11,725,1,5,7,0,0,30.392,0.293,0.91,114739,780,4.81,333,0.015,66.6,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,595,0.23
158811,TWN,亞洲,台灣,2020/12/10,724,4,5.429,7,0,0,30.35,0.293,0.91,113959,434,4.777,262,0.021,48.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,590,0.24
158810,TWN,亞洲,台灣,2020/12/9,720,2,5,7,0,0,30.182,0.293,0.92,113525,300,4.759,328,0.015,65.6,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,585,0.24
158809,TWN,亞洲,台灣,2020/12/8,718,2,5.571,7,0,0,30.099,0.293,0.93,113225,291,4.746,312,0.018,56,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,582,0.25
158808,TWN,亞洲,台灣,2020/12/7,716,0,5.857,7,0,0,30.015,0.293,0.95,112934,242,4.734,322,0.018,55,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,574,0.26
158807,TWN,亞洲,台灣,2020/12/6,716,22,9.286,7,0,0,30.015,0.293,0.98,112692,137,4.724,335,0.028,36.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,574,0.26
158806,TWN,亞洲,台灣,2020/12/5,694,4,6.571,7,0,0,29.092,0.293,0.97,112555,146,4.718,350,0.019,53.3,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,574,0.22
158805,TWN,亞洲,台灣,2020/12/4,690,4,7.286,7,0,0,28.925,0.293,0.97,112409,283,4.712,398,0.018,54.6,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,572,0.22
158804,TWN,亞洲,台灣,2020/12/3,686,1,8.714,7,0,0,28.757,0.293,0.97,112126,898,4.7,449,0.019,51.5,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,572,0.21
158803,TWN,亞洲,台灣,2020/12/2,685,6,8.857,7,0,0,28.715,0.293,0.98,111228,184,4.663,381,0.023,43,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,570,0.21
158802,TWN,亞洲,台灣,2020/12/1,679,4,8.714,7,0,0,28.464,0.293,0.99,111044,363,4.655,402,0.022,46.1,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,568,0.21
158801,TWN,亞洲,台灣,2020/11/30,675,24,8.143,7,0,0,28.296,0.293,1,110681,337,4.64,399,0.02,49,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,565,0.21
158800,TWN,亞洲,台灣,2020/11/29,651,3,4.857,7,0,0,27.29,0.293,1.02,110344,241,4.626,399,0.012,82.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,565,0.16
158799,TWN,亞洲,台灣,2020/11/28,648,9,5.286,7,0,0,27.164,0.293,1.04,110103,479,4.616,383,0.014,72.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,556,0.18
158798,TWN,亞洲,台灣,2020/11/27,639,14,4,7,0,0,26.787,0.293,1.04,109624,638,4.595,344,0.012,86,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,555,0.16
