id,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,新增檢驗件數,總檢驗件數,每千人檢驗件數,七天移動平均新增檢驗件數,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,七天移動平均疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,總人口數,中位數年紀,70歲以上人口比例,平均壽命,解除隔離數,解封指數
158667,TWN,亞洲,台灣,2020/7/19,451,0,0,7,0,0,18.906,0.293,0.29,79645,135,3.339,147,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158666,TWN,亞洲,台灣,2020/7/18,451,0,0,7,0,0,18.906,0.293,0.27,79510,111,3.333,145,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158665,TWN,亞洲,台灣,2020/7/17,451,0,0.286,7,0,0,18.906,0.293,0.26,79399,145,3.328,146,0.002,510.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158664,TWN,亞洲,台灣,2020/7/16,451,0,0.286,7,0,0,18.906,0.293,0.25,79254,191,3.322,149,0.002,521,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158663,TWN,亞洲,台灣,2020/7/15,451,0,0.286,7,0,0,18.906,0.293,0.25,79063,164,3.314,149,0.002,521,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158662,TWN,亞洲,台灣,2020/7/14,451,0,0.286,7,0,0,18.906,0.293,0.24,78899,155,3.307,146,0.002,510.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158661,TWN,亞洲,台灣,2020/7/13,451,0,0.286,7,0,0,18.906,0.293,0.24,78744,126,3.301,143,0.002,500,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.05
158660,TWN,亞洲,台灣,2020/7/12,451,0,0.286,7,0,0,18.906,0.293,0.24,78618,126,3.296,150,0.002,524.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.05
158659,TWN,亞洲,台灣,2020/7/11,451,2,0.286,7,0,0,18.906,0.293,0.24,78492,118,3.29,154,0.002,538.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.05
158658,TWN,亞洲,台灣,2020/7/10,449,0,0,7,0,0,18.822,0.293,0.25,78374,165,3.285,154,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158657,TWN,亞洲,台灣,2020/7/9,449,0,0.143,7,0,0,18.822,0.293,0.25,78209,188,3.279,150,0.001,1049,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158656,TWN,亞洲,台灣,2020/7/8,449,0,0.286,7,0,0,18.822,0.293,0.26,78021,141,3.271,142,0.002,496.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158655,TWN,亞洲,台灣,2020/7/7,449,0,0.286,7,0,0,18.822,0.293,0.27,77880,136,3.265,142,0.002,496.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158654,TWN,亞洲,台灣,2020/7/6,449,0,0.286,7,0,0,18.822,0.293,0.29,77744,177,3.259,152,0.002,531.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158653,TWN,亞洲,台灣,2020/7/5,449,0,0.286,7,0,0,18.822,0.293,0.31,77567,151,3.252,153,0.002,535,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158652,TWN,亞洲,台灣,2020/7/4,449,0,0.286,7,0,0,18.822,0.293,0.33,77416,119,3.245,150,0.002,524.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158651,TWN,亞洲,台灣,2020/7/3,449,1,0.286,7,0,0,18.822,0.293,0.35,77297,140,3.24,155,0.002,542,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158650,TWN,亞洲,台灣,2020/7/2,448,1,0.143,7,0,0,18.78,0.293,0.33,77157,129,3.234,160,0.001,1118.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158649,TWN,亞洲,台灣,2020/7/1,447,0,0.143,7,0,0,18.738,0.293,0.31,77028,141,3.229,173,0.001,1209.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,438,0.04
158648,TWN,亞洲,台灣,2020/6/30,447,0,0.143,7,0,0,18.738,0.293,0.3,76887,210,3.223,177,0.001,1237.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,437,0.04
158647,TWN,亞洲,台灣,2020/6/29,447,0,0.143,7,0,0,18.738,0.293,0.28,76677,184,3.214,165,0.001,1153.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158646,TWN,亞洲,台灣,2020/6/28,447,0,0.143,7,0,0,18.738,0.293,0.28,76493,127,3.207,161,0.001,1125.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158645,TWN,亞洲,台灣,2020/6/27,447,0,0.143,7,0,0,18.738,0.293,0.27,76366,154,3.201,158,0.001,1104.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158644,TWN,亞洲,台灣,2020/6/26,447,0,0.143,7,0,0,18.738,0.293,0.26,76212,176,3.195,152,0.001,1062.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158643,TWN,亞洲,台灣,2020/6/25,447,1,0.143,7,0,0,18.738,0.293,0.26,76036,217,3.187,150,0.001,1049,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158642,TWN,亞洲,台灣,2020/6/24,446,0,0.143,7,0,0,18.696,0.293,0.26,75819,173,3.178,138,0.001,965,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158641,TWN,亞洲,台灣,2020/6/23,446,0,0.143,7,0,0,18.696,0.293,0.27,75646,126,3.171,134,0.001,937.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158640,TWN,亞洲,台灣,2020/6/22,446,0,0.143,7,0,0,18.696,0.293,0.27,75520,156,3.166,137,0.001,958,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,435,0.04
158639,TWN,亞洲,台灣,2020/6/21,446,0,0.429,7,0,0,18.696,0.293,0.27,75364,104,3.159,136,0.003,317,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,434,0.04
158638,TWN,亞洲,台灣,2020/6/20,446,0,0.429,7,0,0,18.696,0.293,0.28,75260,114,3.155,137,0.003,319.3,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,434,0.04
158637,TWN,亞洲,台灣,2020/6/19,446,0,0.429,7,0,0,18.696,0.293,0.29,75146,159,3.15,137,0.003,319.3,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,434,0.04
158636,TWN,亞洲,台灣,2020/6/18,446,1,0.429,7,0,0,18.696,0.293,0.31,74987,135,3.143,135,0.003,314.7,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,434,0.04
158635,TWN,亞洲,台灣,2020/6/17,445,0,0.286,7,0,0,18.654,0.293,0.28,74852,146,3.138,135,0.002,472,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,434,0.04
158634,TWN,亞洲,台灣,2020/6/16,445,0,0.286,7,0,0,18.654,0.293,0.26,74706,147,3.132,136,0.002,475.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,433,0.04
158633,TWN,亞洲,台灣,2020/6/15,445,2,0.286,7,0,0,18.654,0.293,0.24,74559,145,3.126,136,0.002,475.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,433,0.04
158632,TWN,亞洲,台灣,2020/6/14,443,0,0,7,0,0,18.571,0.293,0.22,74414,111,3.119,134,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,431,0.04
158631,TWN,亞洲,台灣,2020/6/13,443,0,0,7,0,0,18.571,0.293,0.2,74303,118,3.115,134,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,431,0.04
158630,TWN,亞洲,台灣,2020/6/12,443,0,0,7,0,0,18.571,0.293,0.18,74185,142,3.11,137,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,431,0.04
158629,TWN,亞洲,台灣,2020/6/11,443,0,0,7,0,0,18.571,0.293,0.16,74043,135,3.104,143,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,431,0.04
158628,TWN,亞洲,台灣,2020/6/10,443,0,0,7,0,0,18.571,0.293,0.15,73908,152,3.098,148,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,431,0.04
158627,TWN,亞洲,台灣,2020/6/9,443,0,0,7,0,0,18.571,0.293,0.14,73756,152,3.092,153,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,431,0.04
158626,TWN,亞洲,台灣,2020/6/8,443,0,0,7,0,0,18.571,0.293,0.13,73604,129,3.085,156,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,430,0.05
158625,TWN,亞洲,台灣,2020/6/7,443,0,0.143,7,0,0,18.571,0.293,0.12,73475,108,3.08,165,0.001,1153.8,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,430,0.05
158624,TWN,亞洲,台灣,2020/6/6,443,0,0.143,7,0,0,18.571,0.293,0.11,73367,138,3.076,183,0.001,1279.7,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,429,0.05
158623,TWN,亞洲,台灣,2020/6/5,443,0,0.143,7,0,0,18.571,0.293,0.11,73229,184,3.07,188,0.001,1314.7,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,429,0.05
158622,TWN,亞洲,台灣,2020/6/4,443,0,0.286,7,0,0,18.571,0.293,0.1,73045,170,3.062,184,0.002,643.4,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,428,0.05
158621,TWN,亞洲,台灣,2020/6/3,443,0,0.286,7,0,0,18.571,0.293,0.1,72875,188,3.055,184,0.002,643.4,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,428,0.05
158620,TWN,亞洲,台灣,2020/6/2,443,0,0.286,7,0,0,18.571,0.293,0.1,72687,178,3.047,183,0.002,639.9,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,427,0.05
158619,TWN,亞洲,台灣,2020/6/1,443,1,0.286,7,0,0,18.571,0.293,0.09,72509,186,3.04,201,0.001,702.8,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,427,0.05
158618,TWN,亞洲,台灣,2020/5/31,442,0,0.143,7,0,0,18.529,0.293,0.09,72323,237,3.032,206,0.001,1440.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,423,0.06
158617,TWN,亞洲,台灣,2020/5/30,442,0,0.143,7,0,0,18.529,0.293,0.09,72086,174,3.022,198,0.001,1384.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,421,0.07
158616,TWN,亞洲,台灣,2020/5/29,442,1,0.143,7,0,0,18.529,0.293,0.09,71912,156,3.015,198,0.001,1384.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,420,0.07
158615,TWN,亞洲,台灣,2020/5/28,441,0,0.143,7,0,0,18.487,0.293,0.09,71756,170,3.008,202,0.001,1412.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,420,0.07
158614,TWN,亞洲,台灣,2020/5/27,441,0,0.143,7,0,0,18.487,0.293,0.09,71586,183,3.001,211,0.001,1475.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,419,0.07
158613,TWN,亞洲,台灣,2020/5/26,441,0,0.143,7,0,0,18.487,0.293,0.09,71403,299,2.993,218,0.001,1524.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,416,0.08
158612,TWN,亞洲,台灣,2020/5/25,441,0,0.143,7,0,0,18.487,0.293,0.09,71104,222,2.981,207,0.001,1447.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,415,0.08
158611,TWN,亞洲,台灣,2020/5/24,441,0,0.143,7,0,0,18.487,0.293,0.09,70882,183,2.971,213,0.001,1489.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,414,0.08
158610,TWN,亞洲,台灣,2020/5/23,441,0,0.143,7,0,0,18.487,0.293,0.1,70699,170,2.964,214,0.001,1496.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,411,0.09
158609,TWN,亞洲,台灣,2020/5/22,441,1,0.143,7,0,0,18.487,0.293,0.1,70529,187,2.957,221,0.001,1545.5,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,408,0.1
158608,TWN,亞洲,台灣,2020/5/21,440,0,0,7,0,0,18.445,0.293,0.11,70342,236,2.949,240,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,398,0.12
158607,TWN,亞洲,台灣,2020/5/20,440,0,0,7,0,0,18.445,0.293,0.12,70106,226,2.939,246,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,398,0.12
158606,TWN,亞洲,台灣,2020/5/19,440,0,0,7,0,0,18.445,0.293,0.12,69880,223,2.929,253,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,398,0.12
158605,TWN,亞洲,台灣,2020/5/18,440,0,0,7,0,0,18.445,0.293,0.13,69657,269,2.92,271,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,398,0.12
158604,TWN,亞洲,台灣,2020/5/17,440,0,0,7,0,0.143,18.445,0.293,0.14,69388,185,2.909,284,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,395,0.13
158603,TWN,亞洲,台灣,2020/5/16,440,0,0,7,0,0.143,18.445,0.293,0.15,69203,220,2.901,296,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,389,0.15
158602,TWN,亞洲,台灣,2020/5/15,440,0,0,7,0,0.143,18.445,0.293,0.16,68983,323,2.892,303,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,387,0.16
158601,TWN,亞洲,台灣,2020/5/14,440,0,0,7,0,0.143,18.445,0.293,0.17,68660,274,2.878,314,0,0,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,383,0.17
158600,TWN,亞洲,台灣,2020/5/13,440,0,0.143,7,0,0.143,18.445,0.293,0.19,68386,277,2.867,335,0,2342.7,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,375,0.19
158599,TWN,亞洲,台灣,2020/5/12,440,0,0.286,7,0,0.143,18.445,0.293,0.21,68109,349,2.855,360,0.001,1258.7,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,372,0.2
158598,TWN,亞洲,台灣,2020/5/11,440,0,0.286,7,1,0.143,18.445,0.293,0.23,67760,362,2.84,400,0.001,1398.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,368,0.21
158597,TWN,亞洲,台灣,2020/5/10,440,0,0.571,6,0,0,18.445,0.252,0.25,67398,267,2.825,424,0.001,742.6,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,366,0.22
158596,TWN,亞洲,台灣,2020/5/9,440,0,1.143,6,0,0,18.445,0.252,0.27,67131,269,2.814,434,0.003,379.7,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,361,0.24
158595,TWN,亞洲,台灣,2020/5/8,440,0,1.571,6,0,0,18.445,0.252,0.3,66862,402,2.803,450,0.004,286.4,0,0,0,0,0,0,25.93,23855008,42.2,8.353,80.46,355,0.26
158594,TWN,亞洲,台灣,2020/5/7,440,1,1.571,6,0,0,18.445,0.252,0.33,66460,417,2.786,446,0.004,283.9,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,347,0.29
158593,TWN,亞洲,台灣,2020/5/6,439,1,1.429,6,0,0,18.403,0.252,0.36,66043,451,2.769,457,0.003,319.8,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,339,0.31
158592,TWN,亞洲,台灣,2020/5/5,438,0,1.286,6,0,0,18.361,0.252,0.39,65592,632,2.75,462,0.003,359.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,334,0.33
158591,TWN,亞洲,台灣,2020/5/4,438,2,1.286,6,0,0,18.361,0.252,0.42,64960,527,2.723,471,0.003,366.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,334,0.33
158590,TWN,亞洲,台灣,2020/5/3,436,4,1,6,0,0,18.277,0.252,0.44,64433,342,2.701,501,0.002,501,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,332,0.33
158589,TWN,亞洲,台灣,2020/5/2,432,3,0.429,6,0,0,18.109,0.252,0.44,64091,380,2.687,523,0.001,1219.1,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,324,0.35
158588,TWN,亞洲,台灣,2020/5/1,429,0,0.143,6,0,0,17.984,0.252,0.42,63711,374,2.671,557,0,3895.1,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,324,0.34
158587,TWN,亞洲,台灣,2020/4/30,429,0,0.286,6,0,0,17.984,0.252,0.4,63337,495,2.655,622,0.001,2174.8,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,322,0.35
158586,TWN,亞洲,台灣,2020/4/29,429,0,0.429,6,0,0,17.984,0.252,0.39,62842,484,2.634,696,0.001,1622.4,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,311,0.4
158585,TWN,亞洲,台灣,2020/4/28,429,0,0.571,6,0,0,17.984,0.252,0.38,62358,694,2.614,792,0.001,1387,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,307,0.42
158584,TWN,亞洲,台灣,2020/4/27,429,0,1,6,0,0,17.984,0.252,0.37,61664,740,2.585,889,0.001,889,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,290,0.5
158583,TWN,亞洲,台灣,2020/4/26,429,0,1.286,6,0,0,17.984,0.252,0.37,60924,495,2.554,1045,0.001,812.6,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,281,0.55
158582,TWN,亞洲,台灣,2020/4/25,429,1,4.429,6,0,0,17.984,0.252,0.37,60429,619,2.533,1063,0.004,240,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,275,0.58
158581,TWN,亞洲,台灣,2020/4/24,428,1,4.714,6,0,0,17.942,0.252,0.38,59810,827,2.507,1055,0.005,223.8,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,264,0.64
158580,TWN,亞洲,台灣,2020/4/23,427,1,4.571,6,0,0,17.9,0.252,0.38,58983,1014,2.473,1056,0.004,231,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,253,0.71
158579,TWN,亞洲,台灣,2020/4/22,426,1,4.429,6,0,0,17.858,0.252,0.39,57969,1154,2.43,1040,0.004,234.8,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,236,0.83
158578,TWN,亞洲,台灣,2020/4/21,425,3,4.571,6,0,0,17.816,0.252,0.4,56815,1371,2.382,1011,0.005,221.2,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,217,0.99
158577,TWN,亞洲,台灣,2020/4/20,422,2,4.143,6,0,0,17.69,0.252,0.4,55444,1835,2.324,988,0.004,238.5,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,203,1.11
158576,TWN,亞洲,台灣,2020/4/19,420,22,4.571,6,0,0,17.606,0.252,0.41,53609,624,2.247,917,0.005,200.6,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,189,1.25
158575,TWN,亞洲,台灣,2020/4/18,398,3,1.857,6,0,0,16.684,0.252,0.42,52985,557,2.221,923,0.002,497,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,178,1.27
158574,TWN,亞洲,台灣,2020/4/17,395,0,1.857,6,0,0,16.558,0.252,0.42,52428,838,2.198,999,0.002,538,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,166,1.42
158573,TWN,亞洲,台灣,2020/4/16,395,0,2.143,6,0,0.143,16.558,0.252,0.43,51590,903,2.163,1103,0.002,514.7,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,155,1.59
158572,TWN,亞洲,台灣,2020/4/15,395,2,2.286,6,0,0.143,16.558,0.252,0.44,50687,952,2.125,1199,0.002,524.5,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,124,2.23
158571,TWN,亞洲,台灣,2020/4/14,393,0,2.429,6,0,0.143,16.475,0.252,0.45,49735,1204,2.085,1295,0.002,533.1,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,124,2.22
158570,TWN,亞洲,台灣,2020/4/13,393,5,2.857,6,0,0.143,16.475,0.252,0.47,48531,1340,2.034,1364,0.002,477.4,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,109,2.66
158569,TWN,亞洲,台灣,2020/4/12,388,3,3.571,6,0,0.143,16.265,0.252,0.48,47191,664,1.978,1432,0.003,401,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,109,2.62
158568,TWN,亞洲,台灣,2020/4/11,385,3,4.286,6,0,0.143,16.139,0.252,0.5,46527,1091,1.95,1467,0.003,342.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,99,2.95
158567,TWN,亞洲,台灣,2020/4/10,382,2,4.857,6,1,0.143,16.013,0.252,0.51,45436,1564,1.905,1435,0.003,295.4,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,91,3.26
158566,TWN,亞洲,台灣,2020/4/9,380,1,5.857,5,0,0,15.93,0.21,0.53,43872,1576,1.839,1337,0.004,228.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,67,4.75
158565,TWN,亞洲,台灣,2020/4/8,379,3,7.143,5,0,0,15.888,0.21,0.55,42296,1628,1.773,1229,0.006,172.1,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,61,5.3
158564,TWN,亞洲,台灣,2020/4/7,376,3,7.714,5,0,0,15.762,0.21,0.58,40668,1685,1.705,1141,0.007,147.9,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,57,5.69
158563,TWN,亞洲,台灣,2020/4/6,373,10,9.571,5,0,0,15.636,0.21,0.6,38983,1814,1.634,1032,0.009,107.8,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,57,5.63
158562,TWN,亞洲,台灣,2020/4/5,363,8,9.286,5,0,0.429,15.217,0.21,0.63,37169,912,1.558,919,0.01,99,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,50,6.36
158561,TWN,亞洲,台灣,2020/4/4,355,7,10.286,5,0,0.429,14.882,0.21,0.65,36257,864,1.52,908,0.011,88.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,50,6.2
158560,TWN,亞洲,台灣,2020/4/3,348,9,11.571,5,0,0.429,14.588,0.21,0.68,35393,880,1.484,860,0.014,74.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,50,6.06
158559,TWN,亞洲,台灣,2020/4/2,339,10,12.429,5,0,0.429,14.211,0.21,0.7,34513,822,1.447,858,0.015,69,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,45,6.65
158558,TWN,亞洲,台灣,2020/4/1,329,7,13.429,5,0,0.429,13.792,0.21,0.73,33691,1009,1.412,873,0.015,65,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,39,7.57
158557,TWN,亞洲,台灣,2020/3/31,322,16,15.286,5,0,0.429,13.498,0.21,0.76,32682,924,1.37,863,0.018,56.5,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,39,7.39
158556,TWN,亞洲,台灣,2020/3/30,306,8,15.857,5,3,0.429,12.827,0.21,0.78,31758,1023,1.331,863,0.018,54.4,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,39,6.98
158555,TWN,亞洲,台灣,2020/3/29,298,15,18.429,2,0,0,12.492,0.084,0.81,30735,835,1.288,879,0.021,47.7,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,30,9
158554,TWN,亞洲,台灣,2020/3/28,283,16,18.571,2,0,0,11.863,0.084,0.84,29900,527,1.253,876,0.021,47.2,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,30,8.5
158553,TWN,亞洲,台灣,2020/3/27,267,15,18.857,2,0,0,11.193,0.084,0.87,29373,864,1.231,950,0.02,50.4,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,29,8.28
158552,TWN,亞洲,台灣,2020/3/26,252,17,20.571,2,0,0.143,10.564,0.084,0.9,28509,929,1.195,1023,0.02,49.7,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,29,7.76
158551,TWN,亞洲,台灣,2020/3/25,235,20,19.286,2,0,0.143,9.851,0.084,0.93,27580,938,1.156,1085,0.018,56.3,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,29,7.17
158550,TWN,亞洲,台灣,2020/3/24,215,20,19.714,2,0,0.143,9.013,0.084,0.96,26642,924,1.117,1122,0.018,56.9,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,29,6.48
158549,TWN,亞洲,台灣,2020/3/23,195,26,18.286,2,0,0.143,8.174,0.084,0.98,25718,1139,1.078,1114,0.016,60.9,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,28,6.04
158548,TWN,亞洲,台灣,2020/3/22,169,16,15.714,2,0,0.143,7.084,0.084,1,24579,811,1.03,1056,0.015,67.2,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,28,5.11
158547,TWN,亞洲,台灣,2020/3/21,153,18,14.286,2,0,0.143,6.414,0.084,1.02,23768,1047,0.996,984,0.015,68.9,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,28,4.54
158546,TWN,亞洲,台灣,2020/3/20,135,27,12.143,2,1,0.143,5.659,0.084,1.03,22721,1371,0.952,888,0.014,73.1,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,26,4.27
158545,TWN,亞洲,台灣,2020/3/19,108,8,8.429,1,0,0,4.527,0.042,1.04,21350,1363,0.895,755,0.011,89.6,0,0,0,0,0,0,31.48,23855008,42.2,8.353,80.46,26,3.19
158544,TWN,亞洲,台灣,2020/3/18,100,23,7.429,1,0,0,4.192,0.042,0,19987,1197,0.838,657,0.011,88.4,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,22,3.59
158543,TWN,亞洲,台灣,2020/3/17,77,10,4.286,1,0,0,3.228,0.042,0,18790,873,0.788,550,0.008,128.3,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,22,2.55
158542,TWN,亞洲,台灣,2020/3/16,67,8,3.143,1,0,0,2.809,0.042,0,17917,730,0.751,473,0.007,150.5,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,20,2.4
158541,TWN,亞洲,台灣,2020/3/15,59,6,2,1,0,0,2.473,0.042,0,17187,306,0.72,436,0.005,218,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,20,2
158540,TWN,亞洲,台灣,2020/3/14,53,3,1.143,1,0,0,2.222,0.042,0,16881,379,0.708,435,0.003,380.6,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,20,1.7
158539,TWN,亞洲,台灣,2020/3/13,50,1,0.714,1,0,0,2.096,0.042,0,16502,439,0.692,425,0.002,595.2,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,20,1.55
158538,TWN,亞洲,台灣,2020/3/12,49,1,0.714,1,0,0,2.054,0.042,0,16063,677,0.673,417,0.002,584,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,20,1.5
